Aranda,1728871200,1.0,220.3,0.4,41.84,0.19,0.5,0.55,0.51
Aranda,1728874800,1.0,220.3,0.4,41.49,0.18,0.5,0.53,0.48
Aranda,1728878400,1.0,223.64,1.59,37.55,0.28,0.54,0.63,1.09
Aranda,1728882000,1.0,230.31,3.56,34.33,0.44,0.88,1.07,2.01
Aranda,1728885600,1.0,247.0,6.86,33.26,0.71,1.48,1.81,2.69
Aranda,1728889200,1.0,280.38,13.02,31.83,1.25,2.42,2.9,3.2
Aranda,1728892800,1.0,300.41,16.97,27.18,1.28,2.91,3.48,2.09
Aranda,1728896400,1.0,290.39,13.54,28.25,1.03,2.42,2.96,1.28
Aranda,1728900000,1.0,247.0,4.63,38.98,0.75,1.56,1.93,0.76
Aranda,1728903600,1.0,233.65,2.91,42.92,0.72,1.84,2.21,0.68
Aranda,1728907200,1.0,226.97,2.61,43.27,0.73,1.99,2.53,0.63
Aranda,1728910800,1.0,220.3,2.4,45.06,0.72,2.63,3.61,0.58
Aranda,1728914400,1.0,216.96,2.16,47.21,0.69,3.12,4.33,0.54
Aranda,1728918000,1.0,213.62,1.8,47.92,0.63,3.07,4.14,0.52
Aranda,1728921600,1.0,211.95,1.52,47.92,0.63,3.0,4.01,0.52
Aranda,1728925200,1.0,210.29,1.39,47.92,0.63,3.15,4.16,0.52
Aranda,1728928800,1.0,210.29,1.33,47.92,0.65,3.21,4.14,0.53
Aranda,1728932400,1.0,210.29,1.3,47.92,0.64,2.89,3.65,0.52
Aranda,1728936000,1.0,210.29,1.37,47.92,0.65,2.47,3.07,0.52
Aranda,1728939600,1.0,211.95,1.84,47.21,0.68,2.08,2.57,0.55
Aranda,1728943200,1.0,213.62,2.38,46.49,0.63,1.53,1.88,0.53
Aranda,1728946800,1.0,213.62,2.31,45.78,0.57,1.14,1.37,0.52
Aranda,1728950400,1.0,211.95,1.67,45.42,0.51,0.99,1.18,0.46
Aranda,1728954000,1.0,210.29,1.03,47.92,0.4,0.83,1.0,0.39
Aranda,1728957600,1.0,208.62,0.89,49.35,0.37,0.69,0.88,0.38
Aranda,1728961200,1.0,208.62,0.85,49.35,0.33,0.66,0.91,0.38
Aranda,1728964800,1.0,210.29,0.9,50.07,0.35,0.66,1.02,0.41
Aranda,1728968400,1.0,210.29,0.98,50.07,0.37,0.68,1.12,0.44
Aranda,1728972000,1.0,210.29,1.04,49.35,0.35,0.72,1.27,0.46
Aranda,1728975600,1.0,211.95,1.5,48.64,0.4,0.81,1.59,0.56
Aranda,1728979200,1.0,213.62,2.34,47.21,0.48,0.99,2.2,0.74
Aranda,1728982800,1.0,216.96,2.57,47.21,0.54,1.19,2.91,0.87
Aranda,1728986400,1.0,216.96,2.4,48.64,0.56,1.32,3.46,0.94
Aranda,1728990000,1.0,216.96,2.12,50.07,0.59,1.35,3.77,0.99
Aranda,1728993600,1.0,216.96,2.12,50.78,0.65,1.41,4.14,1.05
Aranda,1728997200,1.0,216.96,2.16,50.07,0.66,1.42,4.24,1.05
Aranda,1729000800,1.0,216.96,2.12,49.35,0.66,1.39,4.18,0.93
Aranda,1729004400,1.0,213.62,1.95,48.64,0.64,1.34,4.04,0.79
Aranda,1729008000,1.0,213.62,2.04,47.21,0.69,1.36,3.97,0.8
Aranda,1729011600,1.0,213.62,2.29,45.06,0.75,1.42,3.97,0.87
Aranda,1729015200,1.0,213.62,2.42,43.63,0.78,1.47,3.95,0.86
Aranda,1729018800,1.0,213.62,2.57,42.56,0.83,1.5,3.96,0.86
Aranda,1729022400,1.0,216.96,2.87,42.56,0.97,1.49,3.94,0.93
Aranda,1729026000,1.0,220.3,3.6,43.63,1.15,1.53,4.03,1.05
Aranda,1729029600,1.0,223.64,3.68,45.78,1.13,1.42,3.89,1.01
Aranda,1729033200,1.0,223.64,3.43,47.92,1.12,1.28,3.48,1.14
Aranda,1729036800,1.0,220.3,2.49,55.08,1.12,1.16,3.06,1.14
Aranda,1729040400,2.0,220.3,1.32,67.23,0.97,1.16,2.7,0.97
Aranda,1729044000,2.0,220.3,0.76,70.1,0.84,1.14,2.47,0.83
Aranda,1729047600,2.0,220.3,0.57,69.38,0.74,1.07,2.28,0.74
Aranda,1729051200,2.0,230.31,0.44,63.66,0.53,0.91,1.73,0.55
Aranda,1729054800,2.0,236.99,0.42,60.08,0.4,0.8,1.35,0.45
Aranda,1729058400,1.0,240.33,0.44,57.94,0.34,0.77,1.2,0.44
Aranda,1729062000,1.0,247.0,2.59,48.64,0.41,1.03,1.52,1.46
Aranda,1729065600,1.0,250.34,5.57,35.41,0.45,1.43,2.05,2.57
Aranda,1729069200,1.0,247.0,6.68,26.82,0.46,1.71,2.44,2.72
Aranda,1729072800,1.0,247.0,7.45,22.71,0.56,2.09,2.98,2.53
Aranda,1729076400,1.0,257.02,8.91,18.24,0.63,2.64,3.71,2.12
Aranda,1729080000,1.0,267.03,10.71,14.31,0.65,3.32,4.59,1.69
Aranda,1729083600,1.0,273.71,11.82,10.64,0.57,3.78,5.27,1.46
